hospital_id,doctor_id,test_type,test_duration
56656,59656,MRI,134
56657,59657,CT Scan,98
56658,59658,Blood Test,76
56659,59659,CT Scan,132
56660,59660,Blood Test,24
56661,59661,MRI,176
56662,59662,CT Scan,71
56663,59663,Blood Test,134
56664,59664,Blood Test,34
56665,59665,CT Scan,99
56666,59666,X-Ray,174
56667,59667,MRI,76
56668,59668,Blood Test,61
56669,59669,X-Ray,21
56670,59670,X-Ray,50
56671,59671,CT Scan,105
56672,59672,MRI,167
56673,59673,MRI,28
56674,59674,CT Scan,119
56675,59675,Blood Test,104
56676,59676,CT Scan,21
56677,59677,X-Ray,30
56678,59678,X-Ray,69
56679,59679,MRI,156
56680,59680,Blood Test,164
56681,59681,Blood Test,72
56682,59682,MRI,102
56683,59683,MRI,53
56684,59684,Blood Test,146
56685,59685,MRI,100
56686,59686,MRI,147
56687,59687,MRI,53
56688,59688,MRI,101
56689,59689,Blood Test,163
56690,59690,MRI,22
56691,59691,MRI,49
56692,59692,MRI,134
56693,59693,Blood Test,44
56694,59694,Blood Test,150
56695,59695,MRI,78
56696,59696,CT Scan,47
56697,59697,Blood Test,50
56698,59698,X-Ray,131
56699,59699,Blood Test,132
56700,59700,CT Scan,160
56701,59701,X-Ray,99
56702,59702,X-Ray,21
56703,59703,X-Ray,104
56704,59704,CT Scan,28
56705,59705,Blood Test,19
56706,59706,MRI,166
56707,59707,X-Ray,170
56708,59708,CT Scan,117
56709,59709,CT Scan,104
56710,59710,X-Ray,170
56711,59711,X-Ray,42
56712,59712,X-Ray,111
56713,59713,CT Scan,117
56714,59714,X-Ray,143
56715,59715,CT Scan,55
56716,59716,X-Ray,90
56717,59717,CT Scan,142
56718,59718,X-Ray,100
56719,59719,MRI,131
56720,59720,Blood Test,48
56721,59721,MRI,152
56722,59722,Blood Test,34
56723,59723,X-Ray,90
56724,59724,Blood Test,100
56725,59725,CT Scan,98
56726,59726,Blood Test,57
56727,59727,X-Ray,86
56728,59728,Blood Test,36
56729,59729,MRI,45
56730,59730,CT Scan,160
56731,59731,MRI,123
56732,59732,MRI,50
56733,59733,X-Ray,80
56734,59734,CT Scan,87
56735,59735,Blood Test,124
56736,59736,Blood Test,167
56737,59737,Blood Test,22
56738,59738,CT Scan,177
56739,59739,CT Scan,143
56740,59740,X-Ray,89
56741,59741,Blood Test,135
56742,59742,MRI,120
56743,59743,X-Ray,125
56744,59744,CT Scan,54
56745,59745,CT Scan,152
56746,59746,X-Ray,127
56747,59747,Blood Test,77
56748,59748,Blood Test,126
56749,59749,MRI,164
56750,59750,Blood Test,129
56751,59751,X-Ray,66
56752,59752,X-Ray,121
56753,59753,CT Scan,65
56754,59754,MRI,48
56755,59755,Blood Test,45
56756,59756,MRI,170
56757,59757,Blood Test,165
56758,59758,MRI,93
56759,59759,CT Scan,64
56760,59760,X-Ray,54
56761,59761,Blood Test,39
56762,59762,Blood Test,76
56763,59763,CT Scan,100
56764,59764,CT Scan,108
56765,59765,CT Scan,65
56766,59766,MRI,119
56767,59767,MRI,32
56768,59768,CT Scan,134
56769,59769,X-Ray,32
56770,59770,Blood Test,40
56771,59771,MRI,108
56772,59772,CT Scan,172
56773,59773,Blood Test,88
56774,59774,X-Ray,70
56775,59775,MRI,153
56776,59776,MRI,158
56777,59777,X-Ray,79
56778,59778,Blood Test,121
56779,59779,Blood Test,73
56780,59780,CT Scan,138
56781,59781,X-Ray,65
56782,59782,CT Scan,154
56783,59783,Blood Test,45
56784,59784,CT Scan,158
56785,59785,Blood Test,74
56786,59786,Blood Test,51
56787,59787,X-Ray,138
56788,59788,CT Scan,99
56789,59789,MRI,39
56790,59790,CT Scan,148
56791,59791,Blood Test,118
56792,59792,Blood Test,24
56793,59793,MRI,161
56794,59794,X-Ray,140
56795,59795,Blood Test,53
56796,59796,Blood Test,28
56797,59797,Blood Test,91
56798,59798,MRI,17
56799,59799,X-Ray,42
56800,59800,X-Ray,176
56801,59801,MRI,115
56802,59802,Blood Test,47
56803,59803,X-Ray,115
56804,59804,X-Ray,178
56805,59805,MRI,32
56806,59806,MRI,122
56807,59807,CT Scan,150
56808,59808,Blood Test,155
56809,59809,CT Scan,163
56810,59810,Blood Test,149
56811,59811,X-Ray,165
56812,59812,X-Ray,144
56813,59813,X-Ray,150
56814,59814,X-Ray,65
56815,59815,X-Ray,104
56816,59816,CT Scan,30
56817,59817,CT Scan,144
56818,59818,MRI,70
56819,59819,Blood Test,171
56820,59820,CT Scan,128
56821,59821,MRI,122
56822,59822,X-Ray,56
56823,59823,Blood Test,39
56824,59824,Blood Test,42
56825,59825,MRI,36
56826,59826,CT Scan,92
56827,59827,MRI,66
56828,59828,Blood Test,81
56829,59829,X-Ray,23
56830,59830,Blood Test,24
56831,59831,X-Ray,141
56832,59832,MRI,64
56833,59833,CT Scan,66
56834,59834,CT Scan,110
56835,59835,CT Scan,129
56836,59836,X-Ray,83
56837,59837,X-Ray,106
56838,59838,CT Scan,56
56839,59839,X-Ray,58
56840,59840,X-Ray,155
56841,59841,MRI,131
56842,59842,X-Ray,73
56843,59843,X-Ray,152
56844,59844,Blood Test,163
56845,59845,CT Scan,142
56846,59846,X-Ray,61
56847,59847,MRI,97
56848,59848,MRI,120
56849,59849,CT Scan,169
56850,59850,MRI,47
56851,59851,MRI,174
56852,59852,Blood Test,112
56853,59853,Blood Test,162
56854,59854,X-Ray,121
56855,59855,Blood Test,170
56856,59856,X-Ray,49
56857,59857,MRI,27
56858,59858,Blood Test,145
56859,59859,MRI,78
56860,59860,Blood Test,111
56861,59861,CT Scan,24
56862,59862,CT Scan,58
56863,59863,CT Scan,59
56864,59864,MRI,83
56865,59865,Blood Test,172
56866,59866,Blood Test,75
56867,59867,CT Scan,81
56868,59868,CT Scan,117
56869,59869,X-Ray,124
56870,59870,Blood Test,162
56871,59871,X-Ray,101
56872,59872,MRI,167
56873,59873,CT Scan,162
56874,59874,X-Ray,86
56875,59875,MRI,154
56876,59876,X-Ray,71
56877,59877,CT Scan,54
56878,59878,Blood Test,129
56879,59879,Blood Test,177
56880,59880,Blood Test,90
56881,59881,X-Ray,109
56882,59882,MRI,38
56883,59883,CT Scan,95
56884,59884,MRI,48
56885,59885,X-Ray,178
56886,59886,CT Scan,100
56887,59887,MRI,115
56888,59888,Blood Test,62
56889,59889,Blood Test,177
56890,59890,X-Ray,154
56891,59891,CT Scan,70
56892,59892,X-Ray,136
56893,59893,X-Ray,131
56894,59894,Blood Test,82
56895,59895,Blood Test,159
56896,59896,Blood Test,87
56897,59897,X-Ray,16
56898,59898,Blood Test,17
56899,59899,X-Ray,51
56900,59900,MRI,57
56901,59901,MRI,46
56902,59902,X-Ray,18
56903,59903,X-Ray,122
56904,59904,X-Ray,35
56905,59905,Blood Test,35
56906,59906,X-Ray,165
56907,59907,CT Scan,99
56908,59908,MRI,104
56909,59909,X-Ray,88
56910,59910,Blood Test,44
56911,59911,CT Scan,131
56912,59912,CT Scan,78
56913,59913,Blood Test,120
56914,59914,CT Scan,53
56915,59915,MRI,104
56916,59916,CT Scan,30
56917,59917,Blood Test,167
56918,59918,Blood Test,57
56919,59919,Blood Test,34
56920,59920,Blood Test,174
56921,59921,CT Scan,81
56922,59922,MRI,115
56923,59923,CT Scan,45
56924,59924,Blood Test,18
56925,59925,X-Ray,20
56926,59926,MRI,117
56927,59927,Blood Test,158
56928,59928,CT Scan,162
56929,59929,CT Scan,105
56930,59930,Blood Test,112
56931,59931,X-Ray,102
56932,59932,X-Ray,84
56933,59933,CT Scan,119
56934,59934,MRI,19
56935,59935,X-Ray,77
56936,59936,Blood Test,43
56937,59937,X-Ray,139
56938,59938,Blood Test,122
56939,59939,MRI,145
56940,59940,CT Scan,40
56941,59941,MRI,138
56942,59942,X-Ray,119
56943,59943,MRI,63
56944,59944,X-Ray,29
56945,59945,MRI,148
56946,59946,X-Ray,29
56947,59947,Blood Test,15
56948,59948,MRI,134
56949,59949,Blood Test,100
56950,59950,X-Ray,149
56951,59951,MRI,77
56952,59952,Blood Test,80
56953,59953,CT Scan,144
56954,59954,X-Ray,118
56955,59955,X-Ray,153
56956,59956,MRI,64
56957,59957,X-Ray,55
56958,59958,MRI,116
56959,59959,CT Scan,57
56960,59960,X-Ray,95
56961,59961,MRI,121
56962,59962,MRI,103
56963,59963,MRI,117
56964,59964,Blood Test,97
56965,59965,Blood Test,170
56966,59966,Blood Test,67
56967,59967,MRI,72
56968,59968,X-Ray,121
56969,59969,CT Scan,102
56970,59970,X-Ray,55
56971,59971,Blood Test,173
56972,59972,CT Scan,118
56973,59973,Blood Test,53
56974,59974,MRI,19
56975,59975,X-Ray,53
56976,59976,X-Ray,173
56977,59977,CT Scan,148
56978,59978,X-Ray,162
56979,59979,Blood Test,119
56980,59980,X-Ray,87
56981,59981,Blood Test,142
56982,59982,Blood Test,42
56983,59983,Blood Test,93
56984,59984,CT Scan,35
56985,59985,X-Ray,98
56986,59986,MRI,154
56987,59987,X-Ray,74
56988,59988,MRI,179
56989,59989,X-Ray,109
56990,59990,MRI,140
56991,59991,X-Ray,54
56992,59992,X-Ray,40
56993,59993,X-Ray,99
56994,59994,MRI,142
56995,59995,MRI,19
56996,59996,X-Ray,91
56997,59997,MRI,104
56998,59998,X-Ray,31
56999,59999,Blood Test,158
57000,60000,CT Scan,119
57001,60001,MRI,164
57002,60002,CT Scan,88
57003,60003,Blood Test,58
57004,60004,CT Scan,96
57005,60005,X-Ray,125
57006,60006,X-Ray,160
57007,60007,X-Ray,137
57008,60008,MRI,89
57009,60009,Blood Test,41
57010,60010,CT Scan,158
57011,60011,X-Ray,127
57012,60012,CT Scan,83
57013,60013,X-Ray,170
57014,60014,CT Scan,19
57015,60015,MRI,93
57016,60016,Blood Test,26
57017,60017,X-Ray,129
57018,60018,X-Ray,166
57019,60019,Blood Test,177
57020,60020,Blood Test,61
57021,60021,CT Scan,37
57022,60022,Blood Test,99
57023,60023,X-Ray,56
57024,60024,CT Scan,137
57025,60025,X-Ray,42
57026,60026,Blood Test,81
57027,60027,X-Ray,80
57028,60028,CT Scan,16
57029,60029,X-Ray,116
57030,60030,CT Scan,94
57031,60031,Blood Test,107
57032,60032,X-Ray,120
57033,60033,Blood Test,174
57034,60034,MRI,91
57035,60035,CT Scan,35
57036,60036,X-Ray,35
57037,60037,X-Ray,49
57038,60038,MRI,94
57039,60039,CT Scan,25
57040,60040,Blood Test,146
57041,60041,MRI,144
57042,60042,MRI,164
57043,60043,X-Ray,53
57044,60044,Blood Test,108
57045,60045,X-Ray,86
57046,60046,X-Ray,132
57047,60047,MRI,158
57048,60048,Blood Test,129
57049,60049,X-Ray,107
57050,60050,CT Scan,85
57051,60051,Blood Test,137
57052,60052,X-Ray,80
57053,60053,Blood Test,130
57054,60054,CT Scan,134
57055,60055,Blood Test,76
57056,60056,CT Scan,19
57057,60057,Blood Test,34
57058,60058,X-Ray,173
57059,60059,Blood Test,88
57060,60060,MRI,71
57061,60061,CT Scan,60
57062,60062,MRI,83
57063,60063,CT Scan,125
57064,60064,CT Scan,101
57065,60065,CT Scan,103
57066,60066,X-Ray,28
57067,60067,X-Ray,131
57068,60068,Blood Test,145
57069,60069,CT Scan,25
57070,60070,MRI,169
57071,60071,X-Ray,117
57072,60072,MRI,155
57073,60073,MRI,54
57074,60074,Blood Test,48
57075,60075,X-Ray,158
57076,60076,Blood Test,51
57077,60077,CT Scan,110
57078,60078,X-Ray,174
57079,60079,MRI,67
57080,60080,Blood Test,156
57081,60081,MRI,166
57082,60082,X-Ray,101
57083,60083,X-Ray,152
57084,60084,X-Ray,28
57085,60085,X-Ray,159
57086,60086,X-Ray,154
57087,60087,Blood Test,161
57088,60088,MRI,172
57089,60089,CT Scan,117
57090,60090,CT Scan,24
57091,60091,Blood Test,129
57092,60092,MRI,118
57093,60093,CT Scan,170
57094,60094,CT Scan,42
57095,60095,CT Scan,29
57096,60096,MRI,165
57097,60097,MRI,85
57098,60098,CT Scan,169
57099,60099,Blood Test,125
57100,60100,CT Scan,150
57101,60101,MRI,100
57102,60102,Blood Test,66
57103,60103,X-Ray,150
57104,60104,CT Scan,172
57105,60105,X-Ray,35
57106,60106,X-Ray,153
57107,60107,MRI,177
57108,60108,CT Scan,161
57109,60109,X-Ray,139
57110,60110,X-Ray,130
57111,60111,Blood Test,43
57112,60112,CT Scan,145
57113,60113,MRI,132
57114,60114,CT Scan,157
57115,60115,MRI,144
57116,60116,X-Ray,138
57117,60117,X-Ray,59
57118,60118,CT Scan,34
57119,60119,Blood Test,59
57120,60120,MRI,144
57121,60121,MRI,43
57122,60122,CT Scan,138
57123,60123,Blood Test,64
57124,60124,Blood Test,104
57125,60125,Blood Test,146
57126,60126,CT Scan,116
57127,60127,MRI,16
57128,60128,MRI,45
57129,60129,CT Scan,97
57130,60130,Blood Test,131
57131,60131,Blood Test,162
57132,60132,CT Scan,157
57133,60133,Blood Test,154
57134,60134,MRI,94
57135,60135,Blood Test,126
57136,60136,CT Scan,43
57137,60137,MRI,19
57138,60138,Blood Test,60
57139,60139,MRI,72
57140,60140,X-Ray,130
57141,60141,CT Scan,149
57142,60142,CT Scan,46
57143,60143,X-Ray,102
57144,60144,MRI,164
57145,60145,Blood Test,173
57146,60146,X-Ray,97
57147,60147,Blood Test,63
57148,60148,CT Scan,149
57149,60149,Blood Test,162
57150,60150,CT Scan,123
57151,60151,Blood Test,34
57152,60152,Blood Test,54
57153,60153,Blood Test,112
57154,60154,CT Scan,164
57155,60155,X-Ray,19
57156,60156,MRI,166
57157,60157,X-Ray,120
57158,60158,CT Scan,150
57159,60159,X-Ray,157
57160,60160,X-Ray,33
57161,60161,X-Ray,45
57162,60162,MRI,90
57163,60163,Blood Test,70
57164,60164,MRI,146
57165,60165,X-Ray,15
57166,60166,CT Scan,18
57167,60167,CT Scan,155
57168,60168,MRI,150
57169,60169,MRI,118
57170,60170,MRI,58
57171,60171,MRI,175
57172,60172,X-Ray,153
57173,60173,MRI,134
57174,60174,Blood Test,160
57175,60175,X-Ray,54
57176,60176,MRI,102
57177,60177,X-Ray,163
57178,60178,X-Ray,121
57179,60179,X-Ray,28
57180,60180,MRI,132
57181,60181,X-Ray,142
57182,60182,X-Ray,155
57183,60183,Blood Test,156
57184,60184,MRI,21
57185,60185,Blood Test,96
57186,60186,Blood Test,170
57187,60187,CT Scan,148
57188,60188,X-Ray,30
57189,60189,CT Scan,90
57190,60190,CT Scan,58
57191,60191,CT Scan,49
57192,60192,Blood Test,35
57193,60193,MRI,159
57194,60194,CT Scan,89
57195,60195,CT Scan,73
57196,60196,Blood Test,85
57197,60197,X-Ray,20
57198,60198,X-Ray,132
57199,60199,X-Ray,52
57200,60200,Blood Test,66
57201,60201,Blood Test,150
57202,60202,CT Scan,138
57203,60203,MRI,88
57204,60204,CT Scan,173
57205,60205,X-Ray,173
57206,60206,Blood Test,159
57207,60207,MRI,45
57208,60208,Blood Test,145
57209,60209,CT Scan,72
57210,60210,CT Scan,79
57211,60211,MRI,96
57212,60212,CT Scan,119
57213,60213,CT Scan,149
57214,60214,CT Scan,144
57215,60215,X-Ray,33
57216,60216,CT Scan,145
57217,60217,X-Ray,178
57218,60218,MRI,38
57219,60219,MRI,48
57220,60220,CT Scan,24
57221,60221,MRI,128
57222,60222,MRI,178
57223,60223,MRI,92
57224,60224,X-Ray,98
57225,60225,CT Scan,89
57226,60226,Blood Test,76
57227,60227,MRI,101
57228,60228,Blood Test,125
57229,60229,X-Ray,76
57230,60230,Blood Test,15
57231,60231,CT Scan,60
57232,60232,CT Scan,103
57233,60233,MRI,51
57234,60234,MRI,144
57235,60235,X-Ray,100
57236,60236,X-Ray,95
57237,60237,X-Ray,16
57238,60238,X-Ray,48
57239,60239,MRI,115
57240,60240,CT Scan,167
57241,60241,X-Ray,128
57242,60242,X-Ray,109
57243,60243,Blood Test,37
57244,60244,MRI,139
57245,60245,Blood Test,141
57246,60246,Blood Test,158
57247,60247,Blood Test,96
57248,60248,MRI,19
57249,60249,Blood Test,116
57250,60250,MRI,49
57251,60251,CT Scan,159
57252,60252,X-Ray,118
57253,60253,Blood Test,127
57254,60254,Blood Test,23
57255,60255,MRI,87
57256,60256,CT Scan,17
57257,60257,CT Scan,61
57258,60258,CT Scan,44
57259,60259,CT Scan,161
57260,60260,X-Ray,167
57261,60261,CT Scan,168
57262,60262,MRI,110
57263,60263,X-Ray,39
57264,60264,CT Scan,23
57265,60265,Blood Test,41
57266,60266,MRI,172
57267,60267,CT Scan,170
57268,60268,Blood Test,153
57269,60269,CT Scan,63
57270,60270,X-Ray,179
57271,60271,X-Ray,32
57272,60272,Blood Test,145
57273,60273,Blood Test,98
57274,60274,Blood Test,179
57275,60275,CT Scan,35
57276,60276,Blood Test,82
57277,60277,Blood Test,167
57278,60278,Blood Test,119
57279,60279,X-Ray,137
57280,60280,CT Scan,28
57281,60281,Blood Test,32
57282,60282,Blood Test,28
57283,60283,MRI,48
57284,60284,X-Ray,99
57285,60285,Blood Test,42
57286,60286,MRI,97
57287,60287,X-Ray,107
57288,60288,X-Ray,100
57289,60289,Blood Test,120
57290,60290,CT Scan,119
57291,60291,X-Ray,132
57292,60292,Blood Test,109
57293,60293,Blood Test,152
57294,60294,X-Ray,147
57295,60295,MRI,176
57296,60296,CT Scan,56
57297,60297,Blood Test,39
57298,60298,Blood Test,94
57299,60299,CT Scan,128
57300,60300,X-Ray,117
57301,60301,Blood Test,139
57302,60302,X-Ray,131
57303,60303,X-Ray,38
57304,60304,X-Ray,86
57305,60305,Blood Test,109
57306,60306,Blood Test,96
57307,60307,Blood Test,30
57308,60308,X-Ray,31
57309,60309,X-Ray,19
57310,60310,Blood Test,151
57311,60311,CT Scan,87
57312,60312,CT Scan,48
57313,60313,X-Ray,131
57314,60314,CT Scan,39
57315,60315,X-Ray,53
57316,60316,MRI,23
57317,60317,Blood Test,69
57318,60318,Blood Test,138
57319,60319,CT Scan,40
57320,60320,CT Scan,73
57321,60321,MRI,116
57322,60322,CT Scan,24
57323,60323,CT Scan,140
57324,60324,X-Ray,70
57325,60325,MRI,28
57326,60326,MRI,34
57327,60327,MRI,169
57328,60328,CT Scan,89
57329,60329,Blood Test,91
57330,60330,Blood Test,92
57331,60331,CT Scan,147
57332,60332,MRI,123
57333,60333,CT Scan,37
57334,60334,Blood Test,113
57335,60335,X-Ray,80
57336,60336,CT Scan,146
57337,60337,MRI,41
57338,60338,Blood Test,100
57339,60339,CT Scan,144
57340,60340,MRI,61
57341,60341,X-Ray,56
57342,60342,CT Scan,156
57343,60343,X-Ray,106
57344,60344,Blood Test,36
57345,60345,X-Ray,156
57346,60346,CT Scan,169
57347,60347,Blood Test,91
57348,60348,X-Ray,127
57349,60349,CT Scan,176
57350,60350,X-Ray,43
57351,60351,Blood Test,40
57352,60352,CT Scan,164
57353,60353,Blood Test,30
57354,60354,CT Scan,122
57355,60355,Blood Test,66
57356,60356,MRI,88
57357,60357,MRI,94
57358,60358,X-Ray,76
57359,60359,MRI,95
57360,60360,X-Ray,140
57361,60361,Blood Test,22
57362,60362,X-Ray,151
57363,60363,X-Ray,95
57364,60364,X-Ray,119
57365,60365,Blood Test,102
57366,60366,Blood Test,179
57367,60367,X-Ray,86
57368,60368,CT Scan,100
57369,60369,Blood Test,113
57370,60370,Blood Test,69
57371,60371,MRI,167
57372,60372,Blood Test,23
57373,60373,MRI,78
57374,60374,MRI,174
57375,60375,CT Scan,73
57376,60376,Blood Test,150
57377,60377,X-Ray,133
57378,60378,CT Scan,174
57379,60379,Blood Test,35
57380,60380,X-Ray,99
57381,60381,Blood Test,92
57382,60382,CT Scan,80
57383,60383,X-Ray,158
57384,60384,MRI,140
57385,60385,CT Scan,151
57386,60386,CT Scan,136
57387,60387,X-Ray,27
57388,60388,MRI,108
57389,60389,MRI,115
57390,60390,Blood Test,102
57391,60391,Blood Test,93
57392,60392,Blood Test,137
57393,60393,CT Scan,121
57394,60394,CT Scan,15
57395,60395,MRI,136
57396,60396,CT Scan,158
57397,60397,Blood Test,170
57398,60398,Blood Test,159
57399,60399,MRI,89
57400,60400,X-Ray,52
57401,60401,Blood Test,141
57402,60402,CT Scan,75
57403,60403,X-Ray,69
57404,60404,MRI,125
57405,60405,Blood Test,67
57406,60406,Blood Test,35
57407,60407,Blood Test,135
57408,60408,CT Scan,22
57409,60409,X-Ray,45
57410,60410,MRI,46
57411,60411,CT Scan,44
57412,60412,X-Ray,21
57413,60413,X-Ray,63
57414,60414,CT Scan,118
57415,60415,CT Scan,20
57416,60416,Blood Test,140
57417,60417,CT Scan,108
57418,60418,CT Scan,45
57419,60419,CT Scan,52
57420,60420,CT Scan,112
57421,60421,CT Scan,17
57422,60422,MRI,127
57423,60423,CT Scan,64
57424,60424,X-Ray,40
57425,60425,CT Scan,156
57426,60426,CT Scan,178
57427,60427,CT Scan,25
57428,60428,Blood Test,179
57429,60429,Blood Test,125
57430,60430,CT Scan,81
57431,60431,CT Scan,76
57432,60432,Blood Test,16
57433,60433,MRI,173
57434,60434,CT Scan,117
57435,60435,X-Ray,94
57436,60436,X-Ray,56
57437,60437,X-Ray,50
57438,60438,X-Ray,143
57439,60439,X-Ray,22
57440,60440,X-Ray,127
57441,60441,CT Scan,132
57442,60442,CT Scan,75
57443,60443,MRI,158
57444,60444,CT Scan,85
57445,60445,CT Scan,101
57446,60446,X-Ray,157
57447,60447,CT Scan,57
57448,60448,MRI,56
57449,60449,Blood Test,85
57450,60450,MRI,166
57451,60451,Blood Test,131
57452,60452,MRI,48
57453,60453,Blood Test,113
57454,60454,Blood Test,80
57455,60455,CT Scan,24
57456,60456,CT Scan,25
57457,60457,CT Scan,81
57458,60458,Blood Test,162
57459,60459,MRI,157
57460,60460,Blood Test,136
57461,60461,CT Scan,121
57462,60462,MRI,90
57463,60463,X-Ray,87
57464,60464,MRI,21
57465,60465,MRI,169
57466,60466,CT Scan,120
57467,60467,Blood Test,95
57468,60468,MRI,144
57469,60469,X-Ray,117
57470,60470,CT Scan,129
57471,60471,Blood Test,53
57472,60472,X-Ray,59
57473,60473,MRI,158
57474,60474,X-Ray,38
57475,60475,Blood Test,146
57476,60476,Blood Test,109
57477,60477,X-Ray,65
57478,60478,CT Scan,61
57479,60479,MRI,120
57480,60480,MRI,59
57481,60481,Blood Test,110
57482,60482,MRI,34
57483,60483,CT Scan,160
57484,60484,MRI,20
57485,60485,X-Ray,138
57486,60486,Blood Test,77
57487,60487,Blood Test,37
57488,60488,Blood Test,92
57489,60489,Blood Test,101
57490,60490,X-Ray,88
57491,60491,Blood Test,59
57492,60492,CT Scan,101
57493,60493,Blood Test,33
57494,60494,Blood Test,134
57495,60495,X-Ray,72
57496,60496,X-Ray,104
57497,60497,CT Scan,22
57498,60498,MRI,45
57499,60499,CT Scan,93
57500,60500,X-Ray,34
57501,60501,Blood Test,80
57502,60502,MRI,85
57503,60503,X-Ray,131
57504,60504,MRI,160
57505,60505,X-Ray,46
57506,60506,MRI,86
57507,60507,X-Ray,83
57508,60508,X-Ray,110
57509,60509,Blood Test,112
57510,60510,CT Scan,74
57511,60511,X-Ray,21
57512,60512,Blood Test,145
57513,60513,CT Scan,139
57514,60514,X-Ray,56
57515,60515,CT Scan,161
57516,60516,Blood Test,156
57517,60517,X-Ray,34
57518,60518,CT Scan,138
57519,60519,Blood Test,132
57520,60520,X-Ray,103
57521,60521,Blood Test,92
57522,60522,X-Ray,145
57523,60523,Blood Test,117
57524,60524,CT Scan,84
57525,60525,Blood Test,63
57526,60526,MRI,123
57527,60527,MRI,129
57528,60528,CT Scan,49
57529,60529,CT Scan,38
57530,60530,CT Scan,177
57531,60531,MRI,83
57532,60532,MRI,49
57533,60533,Blood Test,89
57534,60534,CT Scan,134
57535,60535,X-Ray,89
57536,60536,CT Scan,28
57537,60537,CT Scan,75
57538,60538,CT Scan,42
57539,60539,X-Ray,80
57540,60540,Blood Test,19
57541,60541,CT Scan,44
57542,60542,CT Scan,131
57543,60543,Blood Test,165
57544,60544,MRI,124
57545,60545,MRI,145
57546,60546,X-Ray,25
57547,60547,Blood Test,55
57548,60548,CT Scan,149
57549,60549,X-Ray,150
57550,60550,Blood Test,137
57551,60551,Blood Test,72
57552,60552,MRI,54
57553,60553,CT Scan,87
57554,60554,MRI,18
57555,60555,X-Ray,107
57556,60556,X-Ray,165
57557,60557,CT Scan,133
57558,60558,CT Scan,138
57559,60559,MRI,29
57560,60560,MRI,140
57561,60561,CT Scan,147
57562,60562,X-Ray,54
57563,60563,MRI,103
57564,60564,MRI,23
57565,60565,Blood Test,120
57566,60566,Blood Test,167
57567,60567,MRI,178
57568,60568,CT Scan,129
57569,60569,X-Ray,150
57570,60570,MRI,155
57571,60571,CT Scan,161
57572,60572,MRI,133
57573,60573,CT Scan,153
57574,60574,X-Ray,167
57575,60575,MRI,93
57576,60576,CT Scan,40
57577,60577,Blood Test,25
57578,60578,X-Ray,31
57579,60579,MRI,78
57580,60580,MRI,54
57581,60581,MRI,158
57582,60582,MRI,151
57583,60583,Blood Test,159
57584,60584,CT Scan,63
57585,60585,CT Scan,112
57586,60586,Blood Test,131
57587,60587,MRI,169
57588,60588,X-Ray,58
57589,60589,Blood Test,154
57590,60590,Blood Test,47
57591,60591,CT Scan,123
57592,60592,Blood Test,153
57593,60593,CT Scan,148
57594,60594,MRI,174
57595,60595,MRI,124
57596,60596,X-Ray,160
57597,60597,MRI,167
57598,60598,CT Scan,73
57599,60599,X-Ray,59
57600,60600,MRI,73
57601,60601,MRI,36
57602,60602,X-Ray,55
57603,60603,MRI,88
57604,60604,X-Ray,148
57605,60605,Blood Test,113
57606,60606,X-Ray,40
57607,60607,MRI,156
57608,60608,CT Scan,143
57609,60609,CT Scan,34
57610,60610,X-Ray,128
57611,60611,MRI,116
57612,60612,X-Ray,155
57613,60613,X-Ray,89
57614,60614,MRI,51
57615,60615,MRI,42
57616,60616,MRI,43
57617,60617,X-Ray,48
57618,60618,CT Scan,170
57619,60619,CT Scan,25
57620,60620,CT Scan,128
57621,60621,X-Ray,117
57622,60622,X-Ray,177
57623,60623,Blood Test,149
57624,60624,Blood Test,160
57625,60625,MRI,19
57626,60626,Blood Test,172
57627,60627,MRI,20
57628,60628,Blood Test,72
57629,60629,CT Scan,136
57630,60630,CT Scan,35
57631,60631,Blood Test,37
57632,60632,MRI,175
57633,60633,MRI,82
57634,60634,Blood Test,18
57635,60635,X-Ray,65
57636,60636,CT Scan,118
57637,60637,MRI,127
57638,60638,MRI,127
57639,60639,Blood Test,50
57640,60640,CT Scan,125
57641,60641,Blood Test,51
57642,60642,X-Ray,20
57643,60643,CT Scan,111
57644,60644,Blood Test,146
57645,60645,Blood Test,167
57646,60646,CT Scan,171
57647,60647,MRI,99
57648,60648,MRI,29
57649,60649,MRI,159
57650,60650,MRI,103
57651,60651,CT Scan,144
57652,60652,MRI,43
57653,60653,CT Scan,74
57654,60654,MRI,173
57655,60655,X-Ray,86
57656,60656,CT Scan,176
57657,60657,MRI,170
57658,60658,CT Scan,100
57659,60659,MRI,41
57660,60660,X-Ray,106
57661,60661,MRI,19
57662,60662,CT Scan,49
57663,60663,MRI,106
57664,60664,Blood Test,115
57665,60665,MRI,117
57666,60666,X-Ray,125
57667,60667,CT Scan,171
57668,60668,Blood Test,90
57669,60669,X-Ray,17
57670,60670,Blood Test,43
57671,60671,X-Ray,19
57672,60672,Blood Test,75
57673,60673,MRI,158
57674,60674,Blood Test,84
57675,60675,CT Scan,141
57676,60676,X-Ray,87
57677,60677,MRI,123
57678,60678,CT Scan,117
57679,60679,CT Scan,147
57680,60680,Blood Test,67
57681,60681,X-Ray,87
57682,60682,CT Scan,91
57683,60683,CT Scan,160
57684,60684,X-Ray,67
57685,60685,X-Ray,127
57686,60686,CT Scan,78
57687,60687,CT Scan,134
